Date,Heure,HDG,Voile
2025-05-27,00:26,210,Code 0
2025-05-27,02:26,218,Code 0
2025-05-27,04:26,218,Code 0
2025-05-27,06:26,211,Code 0
2025-05-27,08:26,211,Code 0
2025-05-27,10:26,215,Code 0
2025-05-27,12:26,215,Code 0
2025-05-27,14:26,211,Code 0
2025-05-27,16:26,207,Code 0
2025-05-27,18:26,203,Code 0
2025-05-27,20:26,204,Code 0
2025-05-27,22:26,204,Code 0
2025-05-28,00:26,196,Code 0
2025-05-28,02:26,200,Spi
2025-05-28,04:26,193,Spi
2025-05-28,06:26,197,Spi
2025-05-28,08:26,,
